hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
11.0,Some college credit but no degree,Male,40 hours,<=5 years,0.0,"$30,001 to $45,000",1954 and earlier,West,Full-time worker,Aide or assistant teacher,12,Don't know/Refused/No Answer,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,Yes,One or more items missing,Excellent
12.185,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,>10 to <=15 years,0.0,"$60,001 or more",1976,Midwest,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
21.11176470589,Some college credit but no degree,Female,40 hours,>5 to <=10 years,0.0,"$15,001 to $30,000",1955 to 1959,West,Full-time worker,Aide or assistant teacher,8,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Excellent
12.5,Some college credit but no degree,Female,40 hours,>25 years,15.0,"$15,001 to $30,000",1969,West,Full-time worker,Aide or assistant teacher,10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Yes,Yes,No,Three items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
14.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>20 to <=25 years,3.0,"$60,001 or more",1982,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
7.75,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,5.0,"$60,001 or more",1983,South,Full-time worker,"Teacher, instructor, or lead teacher",9,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,One or more items missing,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
Not enough information to calculate hourly wage,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Three or more responses missing,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Northeast,Don't Know/Refused/No Answer,"Teacher, instructor, or lead teacher",Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't know/Refused/No answer,One or more items missing,Don't know/Refused/No answer
13.0,Some college credit but no degree,Female,40 hours,<=5 years,4.0,"Less than $15,000",1996,Northeast,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Very good
11.0,"Associate degree (AA, AS)",Female,40 hours,>10 to <=15 years,0.0,"$15,001 to $30,000",1962,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Excellent
13.725,Some college credit but no degree,Female,40 hours,>15 to <=20 years,4.0,"$60,001 or more",1975,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
10.0,Some college credit but no degree,Female,21 to 30 hours,<=5 years,4.0,"Less than $15,000",1997 and later,West,Part-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Excellent
12.5,"Bachelor's degree (BA, BS, AB)",Female,40 hours,<=5 years,0.0,"$45,001 to $60,000",1994,South,Full-time worker,"Teacher, instructor, or lead teacher",2,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Very good
32.7380952381,Graduate or professional degree,Female,40 hours,>15 to <=20 years,0.0,"$60,001 or more",1977,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>15 to <=20 years,0.0,Don't Know/Refused/No Answer,1955 to 1959,South,Full-time worker,Aide or assistant teacher,12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Very good
